0000	          \r          \r          \r       Zero\r[close]
2315	#7F09 00 00 0B#[pause 25]えーっとぉ・[pause 6]・[pause 6]・[pause 6]\rキミはぁ・[pause 8]・[pause 8]・[pause 8]\r#7F09 00 00 0C#[pause 35]そうだ![pause 10]\r[player]くんだぁ!\r[wait]\r[CLS]#7F09 00 00 0A#いやー、[pause 6]ひさしぶりだねぇ![pause 12]\rボクのいえにくるひとなんて\rめったにいないから、[pause 6]\rドわすれしてたよぉ! [pause 8][nickname]!\r[open]
2316	おはよぉ、[pause 6][player]くん。[pause 12]\rここんとこ\rカオをみなかったけどぉ、[pause 6]\rどっかいってたのぉ? [pause 8][nickname]?\r[wait]\r[CLS]#7F09 00 00 17#やってほしいことが あるときに\rキミがいないとぉ、[pause 6]\rとってもこまるってことが\rよぉくわかったよぉ、[pause 8][nickname]!\r[open]
2317	#7F09 00 00 04#あれれ?[pause 10]\r[player]くんじゃないかぁ!\r[wait]\r[CLS]#7F09 00 00 FF#ここんとこ\rごぶさただったけどぉ、[pause 6]\rなにか かんがえごとでも\rしてたのかい? [pause 8][nickname]?\r[open]
2318	#7F09 00 00 15#やぁ、[pause 4]こんにちはぁ。[pause 12]\rしばらくみないうちに、[pause 6]\rこのいえも\rだいぶ よくなっただろう?\r[wait]\r[CLS]キミが こないあいだ、[pause 6]\rすこしずつカスタマイズ\rしてたんだよぉ![pause 8]\r[nickname]!\r[open]
2319	えーっとぉ、[pause 6]\r#7F09 00 00 0B#[pause 25][player]くんだよねぇ?\r[wait]\r[CLS]#7F09 00 00 03#さいきん キミがこないからぁ、[pause 6]\rあやうくなまえを\rわすれそうだったよぉ、[pause 8][nickname]!\r[wait]\r[CLS]ボクに わすれられたくなかったら[pause 4]\rしょっちゅう\rあいにきてくれなきゃねぇ![pause 8]\r[nickname]!\r[open]
231A	こんばんはぁ、[pause 4][player]くん。[pause 15]\rキミのこえを きいたのってぇ、[pause 6]\rいったい\rなんしゅうかんぶりだろう?\r[wait]\r[CLS]#7F09 00 00 15#なんか みないあいだに\rせいちょうしたみたいだけどぉ、[pause 6]\rおおきな しごとでも\rやりとげたのぉ、[pause 8][nickname]?\r[open]
231B	#7F09 00 00 02#あーっ! [pause 10]ひさしぶりだねぇ![pause 12]\rいったい\rドコに いってたんだい?\r[wait]\r[CLS]#7F09 00 00 17#とつじょ すがたをけしたしぃ、[pause 6]\r「カミかくし」にでも\rあったのかとおもってたよぉ![pause 8]\r[nickname]!\r[open]
231C	なーんだぁ、[pause 6]\r[player]くんかぁ。[wait]\r・[pause 6]・[pause 6]・[pause 6]#7F09 00 00 02#え!?[pause 12]\r[player]くん?\r[wait]\r[CLS]#7F09 00 00 07#っていうか、[pause 4]\rひさしぶりじゃないかぁ![pause 12]\rいったい [string 9]しゅうかんも\rなにをしてたのぉ? [pause 8][nickname]?\r[open]
231D	#7F09 00 00 13#ふぁぁ。[pause 6]\rこんなじかんに なんのようだい?[pause 12]\rボクはもう いつでも\rねれるジョウタイにあるんだよぉ!\r[wait]\r[CLS]#7F09 00 00 06#[pause 20]って、[pause 4][player]くんなのぉ?[wait]\rひさしぶりで ウレシイけどぉ、[pause 6]\rもう[hours]だよぉ![pause 8]\r[nickname]!\r[wait]\r[CLS]#7F09 00 00 15#きょうは おそいし\rつもるハナシもあるだろうからぁ、[pause 6]\rあさにでも またきてよぉ。[pause 8]\r[nickname]。\r[open]
231E	#7F09 00 00 15#やぁ、[pause 4]こんばんはぁ![pause 12]\r[player]くんだよねぇ!\r[wait]\r[CLS]あえて なにがあったのかは\rきかないけどぉ、[pause 6]\rキミがぶじで ほんとうに\rうれしいよぉ! [pause 8][nickname]!\r[wait]\r[CLS]こうやって しんやにもかかわらず[pause 4]\rボクに\rあいにきてくれたんだしねぇ![pause 8]\r[nickname]!\r[open]
231F	#7F09 00 00 07#ど、[pause 6]どうやって うちに\rはいったんだい?[pause 12]\rげんかんには\rちゃんと カギかけてたよねぇ?\r[wait]\r[CLS]それに キミがうちにくるなんて\rひさしぶりだし、[pause 6]\rさいしょ ダレだか\rわからなかったよぉ、[pause 8][nickname]!\r[open]
2320	#7F09 00 00 15#ウーッス! [pause 8]オハヨー!\r[pause 8][nickname]ー!\r[wait]\r[CLS][player]ー[pause 2]ー[pause 2]っ![pause 12]\rひさしぶりだな、[pause 8][nickname]!\r[wait]\r[CLS]#7F09 00 00 FF#おまえ [pause 2]さいきん [pause 2]あさのさんぽ[pause 2]\rサボってたのかーっ? [pause 8][nickname]?\r[open]
2321	#7F09 00 00 15#やあ、[pause 8]おはよう!\r[wait]\r[CLS]しばらくみなかったけど[pause 8]\rおまえ、[pause 2]げんきにしてたのかー?!\r[pause 8][nickname]ー?!\r[wait]\r[CLS]#7F09 00 00 0E#おいらは いつだって\rげんきそのものだぞぉ!\r[pause 8][nickname]!\r[open]
2322	あ、[pause 8]おはよう![pause 20]\rしばらく みかけなかったけど、[pause 8]\rぐあいでも わるかったのか?\r[pause 8][nickname]?\r[wait]\r[CLS]#7F09 00 00 0E#ひごろから からだを\rきたえておけば、[pause 12]びょうきなんて\rにげていくぞ! [pause 8][nickname]![pause 20]\r#7F09 00 00 03#どぅわー[pause 4]っ [pause 4]はっ [pause 4]はっ![pause 8]#7F09 00 00 15#\r[open]
2323	#7F09 00 00 03#ウーッス! [pause 8]コンニチハー!\r[pause 8][nickname]ー!\r[wait]\r[CLS]#7F09 00 00 04#おおっ! [pause 8]よくみたら\r[player]じゃないかーっ!\r[wait]\r[CLS]#7F09 00 00 FF#おまえさぁ、[pause 12]\rどこいってたの、[pause 8][nickname]?[pause 20]\r#7F09 00 00 15#ま、[pause 12]げんきそうだから\rオッケーなんだけどな、[pause 8][nickname]!\r[open]
2324	やぁ、[pause 8]こんにちはー[pause 16]って、[pause 20]\rおまえのかお、\rひさしぶりにみたな、[pause 8][nickname]!\r[wait]\r[CLS]ちょーしは どう?\r[open]
2325	よぉ、[pause 8][player]ー!\r[wait]\r[CLS]ここんとこ みかけなかったから、[pause 8]\rおまえ [pause 8]ひっこしたのかと\rおもってたぞ、[pause 8][nickname]。\r[open]
2326	#7F09 00 00 03#ウーッス! [pause 8]コンバンハー![pause 8]#7F09 00 00 15#\r[wait]\r[CLS]#7F09 00 00 FF#そのかおは まぎれもなく\r[player]だったりして。\r[pause 8][nickname]?\r[wait]\r[CLS]#7F09 00 00 15#うん、[pause 8]やっぱり\r[player]だったのか!\r[pause 8][nickname]!\r[open]
2327	やあ、[pause 8]こんばんは。\r[wait]\r[CLS]#7F09 00 00 15#おまえと はなしするのって、[pause 8]\rひさしぶりだなぁ、[nickname]!\r[open]
2328	よぉ、[pause 8]こんばんは。[pause 20]\rそれにしても [pause 2]おまえって[pause 2]\rタンパクだなぁ、[pause 8][nickname]。\r[wait]\r[CLS]たまには おいらにも\rこえをかけてくれないと[pause 8]\r#7F09 00 00 17#おまえのこと\rわすれちゃうぞ、[pause 8][nickname]!\r[open]
2329	#7F09 00 00 03#ウーッス! [pause 8]コンバンハー![pause 12]\r[player]じゃないかー!#7F09 00 00 15#\r[wait]\r[CLS]#7F09 00 00 FF#しばらく みかけないとおもったら[pause 8]\rこんなよなかに\rウロウロしてたのか、[pause 8][nickname]!\r[open]
232A	#7F09 00 00 02#わっ![pause 20]\r#7F09 00 00 0B#おまえ [player]?\r[wait]\r[CLS]#7F09 00 00 16#おどかすな! [pause 8][nickname]!\r[open]
232B	よぉ、[pause 8][player]ーっ![pause 20]\rなつかしいなー、[pause 20]#7F09 00 00 15#ちょっとだけ。\r[open]
232C	#7F09 00 00 01#[pause 8]あーっ、[pause 8]うるせぇぞ [pause 2]てめぇ![pause 20]\r#7F09 00 00 04#あ、[pause 8][player]じゃねぇか!\r[wait]\r[CLS]#7F09 00 00 16#なんだよ おめぇ。[pause 12]\rさいきん [pause 4]とんと[pause 8]\rごぶさたじゃねぇかよ、[pause 8][nickname]!\r[open]
232D	#7F09 00 00 16#あさっぱらから うるせーヤツ![pause 12]\rと[pause 2]い[pause 2]え[pause 2]ば[pause 2]・[pause 2]・[pause 2]・[pause 12]\r#7F09 00 00 15#やっぱり [player]か!\r[wait]\r[CLS]#7F09 00 00 FF#しばらくぶりだが[pause 6]\r#7F09 00 00 15#そのようすじゃ [pause 4]あいかわらず\rげんきそうだな、[pause 8][nickname]!\r[open]
232E	#7F09 00 00 16#おう! [pause 8][player]!\r[wait]\r[CLS]おめぇ、[pause 6]オレさまへのあいさつも\rおろそかにして、[pause 8]\rいったい なにしてたんだぁ?\r[pause 8][nickname]?\r[open]
232F	#7F09 00 00 01#[pause 8]なんだぁ [pause 6]こらーっ![pause 20]\r#7F09 00 00 04#あ、[pause 8][player][pause 2]・[pause 2]・[pause 2]・。\r[wait]\r[CLS]#7F09 00 00 FF#このごろ おめぇのかお[pause 6]\rみかけねぇからよー、\r[wait]\r[CLS]てっきり [pause 2]ワルサでもして[pause 2]\rつかまっちまったのかと\rおもってたぜ、[pause 8][nickname]。\r[open]
2330	おう! [pause 8][player]か![pause 20]\rおめぇ [pause 10]いきてたの?\r[pause 8][nickname]?\r[open]
2331	#7F09 00 00 05#うるせぇ [pause 6]うるせぇーっ![pause 20]\r#7F09 00 00 16#あ[pause 4]の[pause 4]な、[pause 8][player]。\r[wait]\r[CLS]#7F09 00 00 FF#おまえが どこで\rなにしてようが、[pause 8]\r#7F09 00 00 16#オレには かんけーねぇの!\r[wait]\r[CLS]#7F09 00 00 FF#[string 9]しゅうかんや そこらで\rなつかしがるなんて[pause 8]\r#7F09 00 00 16#おおげさだっちゅーの!\r[pause 8][nickname]ーっ!\r[open]
2332	よぉ、[pause 8]おめぇか。[pause 12]\rひさしぶりだな、[pause 8][nickname]。\r[wait]\r[CLS]#7F09 00 00 16#いそがしくて[pause 6]\rオレにあいにくるヒマも\rなかったってトコかい?\r[wait]\r[CLS]#7F09 00 00 FF#いや、[pause 8]ひにくじゃねぇぜ。[pause 20]\rけっこうなことだ、[pause 8][nickname]![pause 20]\r#7F09 00 00 03#がっ[pause 4]はっ[pause 4]は!\r[pause 8]#7F09 00 00 15#[nickname]!\r[open]
2333	おう、[pause 8][player]!\r[wait]\r[CLS]#7F09 00 00 16#おめぇ たまには\rかおみせにこいってんだよ。[pause 20]\rしんぱいするじゃねぇか![pause 8]\r[nickname]!\r[open]
2334	#7F09 00 00 0B#[pause 8]は? [pause 12]どちらさまで\rございますか[pause 2]・[pause 2]・[pause 2]・[pause 8][nickname]?\r[wait]\r[CLS]・[pause 2]・[pause 2]・[pause 2]・[pause 2]・。[pause 12]\r#7F09 00 00 03#がー[pause 4]っ[pause 4]はっ[pause 4]は![pause 12]\rオレだよ [pause 6]オ[pause 2]レ!#7F09 00 00 15#\r[wait]\r[CLS]ひさしぶりだったから、[pause 6]\rちょっと [pause 2]おめぇを[pause 2]\rひっかけてやろうと[pause 2]おもってよぉ。\r[wait]\r[CLS]#7F09 00 00 FF#けどよぉ、[pause 16]オレ バカだから[pause 8]\rあんまりあわねぇと[pause 8]\r#7F09 00 00 16#ホントに おめぇのこと\rわすれちまうぜ、[pause 8][nickname]!\r[open]
2335	#7F09 00 00 07#ひゃ[pause 2]ー[pause 2]ー[pause 2]ー[pause 2]ー[pause 2]ーっ![pause 8]\rで、[pause 4]でたな [pause 8][player]っ![pause 20]\rオ[pause 1]レ[pause 1]に [pause 2]な[pause 1]ん[pause 1]の[pause 1]ウ[pause 1]ラ[pause 1]ミ[pause 1]が[pause 1]あっ[pause 1]て?!\r[wait]\r[CLS]#7F09 00 00 04#え、[pause 8]しんでない?[pause 20]\rホンモノ?[pause 12]\r#7F09 00 00 16#おどかすんじゃねぇぜ、[pause 8][nickname]!\r[open]
2336	#7F09 00 00 04#あっ![pause 12]\rおめぇ [pause 6][player]だなっ!\r[pause 8][nickname]!\r[wait]\r[CLS]#7F09 00 00 FF#さいきん みねぇとおもってたら[pause 8]\rこんな よなかに\rゴソゴソしやがって[pause 2]・[pause 2]・[pause 2]・。\r[wait]\r[CLS]#7F09 00 00 16#さては [pause 8]うらかぎょうに\rあしをつっこみやがったな?!\r[wait]\r[CLS]#7F09 00 00 FF#えっ、[pause 8]ちがうのか? [pause 8][nickname]?[pause 20]\r#7F09 00 00 16#まぎらわしいってんだよ!\r[open]
2337	#7F09 00 00 16#おい、[pause 6]こらっ![pause 12]\r#7F09 00 00 FF#ひさしぶりで [pause 2]なつかしいのは\rいいけどよぉ、\r[wait]\r[CLS]#7F09 00 00 16#ちょっとはひとの\rめいわくも かんがえろよな!#7F09 00 00 FF#[pause 12]\r#7F09 00 00 16#なんじだとおもってやがるんだ!\r[pause 8][nickname]!\r[wait]\r[CLS]#7F09 00 00 FF#えー[pause 2]っとなぁ[pause 2]・[pause 2]・[pause 2]・[pause 20]\r[hours][pause 4][mins][pause 4][secs]\rだぞ [pause 8]#7F09 00 00 16#コノヤロー!\r[pause 8][nickname]ー!\r[open]
2338	#7F09 00 00 16#ちょっとぉ![pause 8]\rだれなのよぉ、[pause 8]あさから\rさわがしい ひとは! [pause 8][nickname]?\r[wait]\r[CLS]#7F09 00 00 FF#あっ、[pause 16]なんだー。 [pause 20]おたく\r[player]ちゃんでしょ?\r[wait]\r[CLS]ちかごろ [pause 2]あたしには[pause 2]\rあいそなし だったじゃないの。\r[wait]\r[CLS]#7F09 00 00 15#げんきにしてたワケ? [pause 8][nickname]?\r[open]
2339	#7F09 00 00 17#あーっ、[pause 6]わかったって、[pause 6]\r[player]ちゃん。\r[wait]\r[CLS]おねがいだから [pause 8]そんなに\rおおごえださないで! [pause 8][nickname]!\r[wait]\r[CLS]#7F09 00 00 FF#せっかくさいきんは[pause 6]\rしずかな あさのひとときを\rすごせていたのに[pause 2]・[pause 2]・[pause 2]・。\r[wait]\r[CLS]また おたくなのね、[pause 20]\r#7F09 00 00 17#はぁー[pause 2]・[pause 2]・[pause 2]・。\r[open]
233A	あら、[pause 8][player]ちゃん、[pause 8]\rおひさしぶりね、[pause 8][nickname]。\r[wait]\r[CLS]あたしのことなんか[pause 8]\rわすれたのかと おもってたのに、\r[wait]\r[CLS]#7F09 00 00 15#きょうはまた、[pause 8]どういうかぜの\rふきまわしかしら、[pause 8][nickname]?\r[open]
233B	あ、[pause 8][player]ちゃん、[pause 8]\rこんにちは、[pause 8][nickname]。\r[wait]\r[CLS][string 9]しゅうかんぶりのわりには[pause 6]\rそっけない あいさつね。\r[wait]\r[CLS]#7F09 00 00 15#まぁ、[pause 6]げんきそうで\rなによりだけど、[pause 8][nickname]。\r[open]
233C	#7F09 00 00 0B#あら、[pause 4]おたく[pause 4]\r[player]ちゃんだったっけ?\r[wait]\r[CLS]#7F09 00 00 FF#なー[pause 2]んか [pause 2]ぜんぜん\rかわってないわねぇ、[pause 8][nickname]。\r[wait]\r[CLS]ちょっとは せいちょう\rしたのぉ? [pause 8][nickname]?\r[open]
233D	[player]ちゃん、[pause 8]\rどこかへ #7F09 00 00 0B#りょこうにでも\rいってたの? [pause 8][nickname]?\r[wait]\r[CLS]おみやげは?[pause 20]\rえっ、[pause 8]ないの? [pause 12]#7F09 00 00 16#ケチ。\r[open]
233E	こんばんは![pause 20]\rへぇー、[pause 8][player]ちゃんかぁ。[pause 12]\rひさしぶりねぇ、[pause 8][nickname]。\r[wait]\r[CLS]#7F09 00 00 16#いそがしくって[pause 8]\rあたしに あいにくるヒマも\rなかったってわけぇ?\r[wait]\r[CLS]#7F09 00 00 FF#[string 9]しゅうかんぶり\rだもんねぇ[pause 2]・[pause 2]・[pause 2]・。\r[open]
233F	あら、[pause 8][player]ちゃん、[pause 8]\rひさしぶりじゃない。\r[wait]\r[CLS]なにか しゅうかくは あったの?\r[pause 8][nickname]?\r[open]
2340	#7F09 00 00 04#ん? [pause 16]おたく [pause 2]どこかで[pause 2]\rみたことあるカオね。\r[wait]\r[CLS]#7F09 00 00 0B#[player]ちゃんていうの?[pause 12]\rふーん、[pause 8]そういやぁ\rそんなひと [pause 4]いたわねぇ、[pause 8]\r[nickname]。\r[open]
2341	#7F09 00 00 02#キャー[pause 2]っ![pause 20]\r#7F09 00 00 16#・[pause 2]・[pause 2]・[pause 2]なんだ、[pause 8]おたくなの。\r[wait]\r[CLS]#7F09 00 00 FF#たしか[pause 8][player]ちゃんって\rいったわねぇ、[pause 8][nickname]。\r[wait]\r[CLS]ひさしぶりなのは いいけどさぁ、[pause 8]\r#7F09 00 00 16#ちょっとは じかんってものを[pause 4]\rかんがえたらどうかしら?[pause 8]\r[nickname]?\r[open]
2342	あら、[pause 8]おたくって[pause 8]\rこんなじかんに\rウロウロしてたのね。\r[wait]\r[CLS]どうりで [pause 2]しばらく[pause 2]\rあわないとおもってたわ。\r[open]
2343	#7F09 00 00 15#なー[pause 4]んだ、[pause 8]だれかとおもえば\r[player]ちゃんかぁ。\r[wait]\r[CLS]#7F09 00 00 FF#ちょっと みないあいだに、[pause 8]\rおたく [pause 4]すこしやせたんじゃない?\r[pause 8][nickname]?\r[open]
2344	#7F09 00 00 15#でしょ![pause 12]\rそうなのよ![pause 12]\rまいにち たいへんなのよ![rand 2345 2346]\r[open]
2345	#7F09 00 00 0F#[pause 8]でも [pause 4]ふしぎよねぇ[pause 6]・[pause 6]・[pause 6]・[pause 6]。\rたべたいものを たべたら\rいいんだから[wait]\r[CLS]ふかく かんがえなくっても[pause 4]\rよさそうなものなのに[pause 6]・[pause 6]・[pause 6]・[wait]#7F09 00 00 0C#\r[CLS][pause 6]そうよ! [pause 12]#7F09 00 00 0E#これからは、\rホンノウの おもむくままに\rたべたらいいのよ! [pause 6][nickname]![wait]\r[CLS][pause 6]・[pause 6]・[pause 6]・#7F09 00 00 04#[pause 6]でも そんなことしたら[pause 6]\rきっと、[pause 4]かならず、[pause 4]\rふとっちゃうわよね[pause 6]・[pause 6]・[pause 6]・[pause 20]#7F09 00 00 07#\rあー、なやむ! [pause 6][nickname]!\r[close]
2346	#7F09 00 00 FF#じぶんのことなのに[pause 8]\rなにが たべたいのか[pause 4]\rわからなく なっちゃうのよね。[wait]#7F09 00 00 0F#\r[CLS][pause 10]・[pause 10]・[pause 10]・[pause 5]#7F09 00 00 0C#[pause 10]そうだわ! [pause 12]#7F09 00 00 0E#まいにち\r[player]ちゃんが\rつくりに きてくれたら\rいいのよ!#7F09 00 00 15#[wait]\r[CLS]どうせ なやむなら[pause 8]\rひとりぶん なやむのも[pause 6]\rふたりぶん なやむのも[pause 6]\rおんなじなんだから[wait]\r[CLS]おたく ひとりが\rなやめば いいのよ! [pause 4][nickname]!#7F09 00 00 0A#\rそうしましょう、そうしましょう![pause 4]\r[nickname]!#7F09 00 00 15#\r[close]
